1.025621070134568E-9,2.730131431417552E-9,5.1764992935487264E-9,8.951435898460046E-9,1.4931298248060357E-8,2.422931246291477E-8,3.870448368642292E-8,6.095379934250009E-8,9.398151901207067E-8,1.4255171334901753E-7,2.1002425136078507E-7,2.990710971397754E-7,4.1239073750693215E-7,5.578333273096717E-7,7.417685831116235E-7,9.622196371670834E-7,1.2351965652962514E-6,1.4774603192916351E-6,1.7435183142807733E-6,1.9901242615412554E-6,2.220187531899171E-6,2.4379904091497673E-6,2.5952845878608464E-6,2.690025875223332E-6,2.69029328540647E-6,2.5926610998979013E-6,2.42352695171442E-6,2.2512071440914993E-6,2.0184108370067736E-6,1.7578735384306875E-6,1.4991632908549826E-6,1.2294476549489845E-6,9.847175245793321E-7,7.561205841116825E-7,5.600249850358334E-7,4.224793938717133E-7,2.990790359098981E-7,2.0618021093387093E-7,1.4090265870378586E-7,9.475275289957046E-8,6.222455438752821E-8,4.001983823565126E-8,2.5187535829896416E-8,1.5457727491289334E-8,9.319570847351741E-9,5.341379389150664E-9,2.8310444649960925E-9,1.2102015177940538E-9,
2.761343505307938E-9,5.01627470683748E-9,9.001780424772338E-9,1.578350237505243E-8,2.672948819530783E-8,4.447111915269375E-8,7.496820632013817E-8,1.2242503839887445E-7,1.9425212048716978E-7,3.0493149285695766E-7,4.702481335122056E-7,7.020899803506064E-7,1.0277666730334144E-6,1.4811575272337407E-6,2.0557408140849973E-6,2.7911730257281963E-6,3.63732208765771E-6,4.580197147038752E-6,5.710869748585171E-6,6.793032053346667E-6,7.850420080469956E-6,8.787263999700358E-6,9.37604121728295E-6,9.699686901462432E-6,9.615342744603968E-6,9.355223182616005E-6,8.728732245111796E-6,7.869338271490705E-6,6.759830760011447E-6,5.666016182436912E-6,4.594244942446279E-6,3.610749107830494E-6,2.7448442518061162E-6,2.048973317523257E-6,1.4611043033389156E-6,1.0219951926115396E-6,7.06634180262539E-7,4.7055520668213133E-7,3.084164311564292E-7,1.9809328567777207E-7,1.2445290821212595E-7,7.613822922973226E-8,4.6203324346778807E-8,2.750339412551939E-8,1.612605784328413E-8,9.204288661961319E-9,5.072765014408569E-9,2.8794364226783375E-9,
5.250065473096079E-9,9.025152858277257E-9,1.6292785486765618E-8,2.886667669364278E-8,4.979768126368349E-8,8.537485241908893E-8,1.463202953510367E-7,2.406208752517047E-7,3.894736640665033E-7,6.245829819634643E-7,9.879425655926343E-7,1.5134746952156487E-6,2.261412179496215E-6,3.2783238924002517E-6,4.622510801183566E-6,6.3104487287797E-6,8.396044291127768E-6,1.0801038485223807E-5,1.3457581065302103E-5,1.6325397710243357E-5,1.8939881182118277E-5,2.1197939687494484E-5,2.2870375837867775E-5,2.3538296678326102E-5,2.3661045054128393E-5,2.3092416598729836E-5,2.122860725878277E-5,1.878921547074217E-5,1.6109196465804157E-5,1.3388728538866885E-5,1.0699376083369454E-5,8.339394072967357E-6,6.294018588726515E-6,4.596796821896004E-6,3.2524568904125964E-6,2.236589780718881E-6,1.5028455602641315E-6,9.816857830723178E-7,6.287350633772225E-7,3.944270535787319E-7,2.437563897300238E-7,1.48109896422179E-7,8.785178605694252E-8,5.123591534987353E-8,2.949518301244349E-8,1.675515075769846E-8,9.237349817794812E-9,5.410683883262395E-9,
9.128812040814365E-9,1.59294101617224E-8,2.8837967629782525E-8,5.187734951206622E-8,9.073602368983291E-8,1.601623161457555E-7,2.7537509267908887E-7,4.6214067512402304E-7,7.623692948680078E-7,1.2366598657484925E-6,1.993405128628569E-6,3.0722151055553386E-6,4.634474513494934E-6,6.8012792371656495E-6,9.722700438312709E-6,1.3679398593088009E-5,1.842902998176804E-5,2.3913683433048408E-5,2.9997259534400408E-5,3.636966644958153E-5,4.2715714191471506E-5,4.8676547662523485E-5,5.324999503432582E-5,5.4921914159081974E-5,5.4571168933988167E-5,5.250832965198341E-5,4.851383710719501E-5,4.313474524095115E-5,3.684002347620633E-5,2.999092233176688E-5,2.3895599218399544E-5,1.830481857486671E-5,1.3587115844334785E-5,9.805184920436514E-6,6.8146231289740565E-6,4.648148500625284E-6,3.0472709407247304E-6,1.973500051407787E-6,1.2439999740942479E-6,7.685655921057964E-7,4.640104105238294E-7,2.778206061996407E-7,1.642365957045384E-7,9.398203355635971E-8,5.286868743909731E-8,2.9596928862099745E-8,1.6189980456690306E-8,9.35270283562543E-9,
1.5263498834983254E-8,2.7130679553101933E-8,5.031907601289443E-8,9.167792269027779E-8,1.6414996356186085E-7,2.899407598488491E-7,5.030408590875549E-7,8.713464266506768E-7,1.4524098384120137E-6,2.4100362774319483E-6,3.895765710714269E-6,6.0620330483543784E-6,9.37504764672792E-6,1.4028831035738116E-5,2.0437082878588836E-5,2.878244672753972E-5,3.949969336127329E-5,5.224411331617631E-5,6.649446996794246E-5,8.161076637373835E-5,9.702861585684781E-5,1.1106224358403577E-4,1.2066630877788771E-4,1.2554848985337145E-4,1.2435008881034906E-4,1.1821445693260122E-4,1.0970345505379454E-4,9.745154603451221E-5,8.257632463815917E-5,6.674866345336927E-5,5.252014334482334E-5,3.9477721076999205E-5,2.8952230737081043E-5,2.056324464217784E-5,1.4103838937159336E-5,9.41002897903993E-6,6.171543679711865E-6,3.885958653189267E-6,2.4167045175972144E-6,1.4705115013225333E-6,8.757995178839054E-7,5.105379117680676E-7,2.9725865980261037E-7,1.6858642203600903E-7,9.353477089807512E-8,5.1573480409851737E-8,2.763091016132709E-8,1.5662528987480944E-8,
2.4846452180093185E-8,4.5578985746051564E-8,8.662842563153319E-8,1.6068913581702437E-7,2.9219744576744047E-7,5.212792197311036E-7,9.28578003034852E-7,1.6064048200638113E-6,2.711733865519992E-6,4.6158084803522405E-6,7.476446666110037E-6,1.1960706945246799E-5,1.8822224664437106E-5,2.8561538025247933E-5,4.228532246840449E-5,6.073853295414186E-5,8.455236936487676E-5,1.1366119256094115E-4,1.4669044590496507E-4,1.8245459028155294E-4,2.177529723983068E-4,2.4833733153101277E-4,2.7170033556675216E-4,2.837341355898496E-4,2.830127460394658E-4,2.690106404665613E-4,2.4463283247709214E-4,2.1463979979625733E-4,1.819402558822141E-4,1.4771255486369106E-4,1.1308488782783706E-4,8.55824426905825E-5,6.129556200249528E-5,4.2799001047122805E-5,2.9110754186551383E-5,1.8930840531641328E-5,1.2093116974999414E-5,7.611026741281438E-6,4.63493247768192E-6,2.767133458330198E-6,1.6200739076857457E-6,9.304495653001178E-7,5.275192911057469E-7,2.961422798870727E-7,1.6216297354244162E-7,8.809542246258668E-8,4.630999248300252E-8,2.5425092564684762E-8,
3.945968358774069E-8,7.518884340173732E-8,1.4580312590228096E-7,2.764446438976485E-7,5.122449630702433E-7,9.304854529695483E-7,1.6591142161524662E-6,2.8937389164421017E-6,5.068641214783866E-6,8.634253879683189E-6,1.4214260275437313E-5,2.3577124429788397E-5,3.7311723145859955E-5,5.8026389419037527E-5,8.729607367337452E-5,1.2741432842446512E-4,1.7967838617307408E-4,2.442381265452363E-4,3.199632949261794E-4,4.0207288949606975E-4,4.845703567309985E-4,5.573106160896811E-4,6.128940428003902E-4,6.429849525109179E-4,6.432437709531128E-4,6.142815831787308E-4,5.59469457476208E-4,4.869225340500557E-4,4.0439067830010583E-4,3.2366318927170434E-4,2.464616614278357E-4,1.8059248362428342E-4,1.2860357885588011E-4,8.810329786973789E-5,5.8277189971764805E-5,3.797685233652509E-5,2.3625669256030445E-5,1.456509878971382E-5,8.77250458587477E-6,5.132184425485432E-6,2.9483582524421353E-6,1.6724979005229576E-6,9.347607707633529E-7,5.12728580689674E-7,2.7776154580014206E-7,1.4815360445518117E-7,7.618253433310859E-8,4.026869812585011E-8,
6.116201435636514E-8,1.2169538086873275E-7,2.399440993237055E-7,4.6199040137970554E-7,8.674151384987264E-7,1.5945219244412077E-6,2.8999161932947795E-6,5.211925426113647E-6,9.298017044017127E-6,1.598339878886625E-5,2.7295786111920034E-5,4.5415723341299596E-5,7.43134982231926E-5,1.1726893514957852E-4,1.7965676228421108E-4,2.684785918099531E-4,3.828668949222599E-4,5.255222193456244E-4,6.962247785597786E-4,8.862675705588822E-4,0.0010779592510266566,0.0012514223006895074,0.0013853750755582043,0.0014629564235756497,0.0014655653712445562,0.001400926989408797,0.0012776725381080925,0.001104313481501999,9.100106150601643E-4,7.135839347802539E-4,5.339552615959217E-4,3.822214637362351E-4,2.687908905117796E-4,1.8082356113940647E-4,1.1799895719896121E-4,7.451219003488851E-5,4.603456179540122E-5,2.7608348253086698E-5,1.6319696722650622E-5,9.420060764390615E-6,5.294645795395906E-6,2.936729248930514E-6,1.6248569713680576E-6,8.764729183285371E-7,4.678668024168425E-7,2.443337858215152E-7,1.2342855483486062E-7,6.26963928271738E-8,
9.31420984864551E-8,1.935968606713015E-7,3.8954778146596737E-7,7.607137212020738E-7,1.4495277866647617E-6,2.7218749918601685E-6,5.042459439941584E-6,9.263667787485912E-6,1.6832041725598743E-5,2.9714855032939505E-5,5.110563604355615E-5,8.686195463947574E-5,1.442414791286207E-4,2.3260518318185742E-4,3.6450343300603485E-4,5.530452661563141E-4,8.075670708817684E-4,0.0011344610229363252,0.0015251769756257174,0.0019608642547740366,0.0024185602469621727,0.0028440463257709526,0.0031715388563710732,0.0033532844558653106,0.0033565485251089754,0.0031939399825012755,0.0028779270647931467,0.002462407356181283,0.0020039749124800403,0.0015418536639129452,0.0011309695568809317,8.083093376537051E-4,5.548697469434614E-4,3.6449317250925517E-4,2.3379966928253025E-4,1.4416224973319783E-4,8.750221212479852E-5,5.160560074674306E-5,2.9795758030956048E-5,1.694189219744959E-5,9.404134326291989E-6,5.086248538025042E-6,2.755107544930995E-6,1.4601127971275383E-6,7.673535462253753E-7,3.9863289641444484E-7,1.9666356023498487E-7,9.56168856595034E-8,
1.408381175848972E-7,3.064676412914419E-7,6.285086351321039E-7,1.2378982902174069E-6,2.395719676443031E-6,4.584474639266307E-6,8.650911145656493E-6,1.6155968719462028E-5,2.9803536076158066E-5,5.329267789150308E-5,9.393763853299503E-5,1.6343750266405196E-4,2.773431539413583E-4,4.55020211898319E-4,7.30785183371204E-4,0.0011319765859820778,0.0016838926799301913,0.002432916464642563,0.0033049556215653344,0.00434682430029828,0.005443885798800902,0.006442663650720508,0.007243784084718499,0.007676224570021958,0.007659842800017281,0.007252078772055405,0.006482722896324196,0.005479805193901607,0.004389376523881893,0.0033311539721573792,0.002416736576871295,0.001683394826901354,0.001133832513684259,7.323230751582834E-4,4.575414543500163E-4,2.7774231025690105E-4,1.6339054509461237E-4,9.447792206379317E-5,5.364555373210475E-5,2.9898873108516412E-5,1.6359452159381406E-5,8.676385690204481E-6,4.621981456083391E-6,2.4171159431190437E-6,1.2313619508849587E-6,6.306580123847802E-7,3.093163038007699E-7,1.427420598083639E-7,
