0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.555508162,0.855399552,0.908972063,0.92648102,0.940195122,0.952638961,0.963799652,0.973684919,0.98215409,0.989090111,0.994388815,0.997969032,0.999773733,-0.999773726,-0.997969015,-0.994388827,-0.989090123,-0.98215426,-0.973685391,-0.963803527,-0.952633175,-0.940236014,-0.926376514,-0.909408885,-0.861316935,-0.552091682,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.317372218,0.769085761,0.86766219,0.889815487,0.906064313,0.921228127,0.935468812,0.948682145,0.960713839,0.971398932,0.980580636,0.988116456,0.993883736,0.997785156,0.999753178,-0.999753177,-0.997785156,-0.993883734,-0.98811645,-0.980580658,-0.971398937,-0.960713846,-0.9486824,-0.93546737,-0.921226565,-0.90609927,-0.889642066,-0.86979709,-0.786700555,-0.301691488,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.577206639,0.806579737,0.84562767,0.86424247,0.88176027,0.898563414,0.914686049,0.929960556,0.944200148,0.957211415,0.968802702,0.978790624,0.98700727,0.99330738,0.997575101,0.999729693,-0.999729693,-0.997575101,-0.99330738,-0.98700727,-0.978790625,-0.9688027,-0.957211415,-0.944200143,-0.929960601,-0.914686007,-0.898564714,-0.8817673,-0.864314844,-0.845097425,-0.81009897,-0.621177442,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.583493827,0.790237566,0.81586218,0.835111368,0.853789893,0.872142016,0.890043229,0.907310578,0.923742104,0.93912285,0.953230637,0.965842837,0.976744343,0.985736425,0.992645878,0.997333724,0.999702691,-0.999702691,-0.997333724,-0.992645878,-0.985736425,-0.976744343,-0.965842837,-0.953230637,-0.93912285,-0.923742105,-0.907310579,-0.89004323,-0.872142126,-0.853789971,-0.835096942,-0.815754012,-0.791543547,-0.61923443,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.648603133,0.759093849,0.782441995,0.802437341,0.822189475,0.841878759,0.861365846,0.880471092,0.898989867,0.916695964,0.933345606,0.948683298,0.962449676,0.974391196,0.984271207,0.991881665,0.997054486,0.999671431,-0.999671431,-0.997054486,-0.991881665,-0.984271207,-0.974391196,-0.962449676,-0.948683298,-0.933345606,-0.916695964,-0.898989867,-0.880471091,-0.861365859,-0.841878694,-0.822189271,-0.802434215,-0.782535957,-0.758979512,-0.665333793,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.002337579,0.615160766,0.723673052,0.74605785,0.766504011,0.787054618,0.807790803,0.828588944,0.849285323,0.869685915,0.889567018,0.908676844,0.926739268,0.94346014,0.958536356,0.971667603,0.982570246,0.99099243,0.996729048,0.99963497,-0.99963497,-0.996729048,-0.99099243,-0.982570246,-0.971667603,-0.958536356,-0.94346014,-0.926739268,-0.908676844,-0.889567018,-0.869685915,-0.849285323,-0.82858895,-0.807790802,-0.787054472,-0.766506902,-0.746077987,-0.722898911,-0.63495222,0.002337579,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.002337579,0.569764601,0.68430354,0.706894368,0.727579809,0.74858708,0.770021474,0.791782247,0.813733469,0.835705479,0.857492926,0.878853432,0.899508159,0.91914503,0.937425272,0.953993717,0.968492933,0.980580676,0.989949494,0.996346649,0.999592086,-0.999592086,-0.996346649,-0.989949494,-0.980580676,-0.968492933,-0.953993717,-0.937425272,-0.91914503,-0.899508159,-0.878853432,-0.857492926,-0.835705479,-0.813733469,-0.791782244,-0.770021478,-0.74858695,-0.727578997,-0.706955524,-0.684271175,-0.586559398,0.002337579,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.002337579,0.443741682,0.641232324,0.665411954,0.685999523,0.70710597,0.728848005,0.751164891,0.773957298,0.797092148,0.820398167,0.843661488,0.866622457,0.888974556,0.910366477,0.930408393,0.948683298,0.964763821,0.978234125,0.988715504,0.995893206,0.999541179,-0.999541179,-0.995893206,-0.988715504,-0.978234125,-0.964763821,-0.948683298,-0.930408393,-0.910366477,-0.888974556,-0.866622457,-0.843661488,-0.820398167,-0.797092148,-0.773957298,-0.75116489,-0.728848001,-0.707105854,-0.685997256,-0.665378199,-0.641317479,-0.488250231,0.002337579,0.002337579,0.002337579
0.002337579,0.002337579,0.431007483,0.591220947,0.621833026,0.642203959,0.663034114,0.684675381,0.707106773,0.730271413,0.754081596,0.778413039,0.803098028,0.82791869,0.852601252,0.876812409,0.900159251,0.922194382,0.942427745,0.960346227,0.975441002,0.987241121,0.995350014,0.999480114,-0.999480114,-0.995350014,-0.987241121,-0.975441002,-0.960346227,-0.942427745,-0.922194382,-0.900159251,-0.876812409,-0.852601252,-0.82791869,-0.803098028,-0.778413039,-0.754081596,-0.730271413,-0.707106773,-0.68467537,-0.663034102,-0.642203938,-0.621830494,-0.593139111,-0.397039677,0.002337579,0.002337579
0.002337579,0.189650338,0.533122574,0.576538666,0.596667214,0.616879726,0.638017732,0.660114598,0.683157128,0.707106781,0.731893974,0.757409962,0.783497679,0.809942122,0.83646113,0.86269797,0.888217643,0.912509325,0.934997526,0.955064137,0.972082209,0.985460116,0.994691794,0.999405999,-0.999405999,-0.994691794,-0.985460116,-0.972082209,-0.955064137,-0.934997526,-0.912509325,-0.888217643,-0.86269797,-0.83646113,-0.809942122,-0.783497679,-0.757409962,-0.731893974,-0.707106781,-0.683157128,-0.660114597,-0.638017707,-0.616879843,-0.596669521,-0.576556011,-0.524375055,-0.208389141,0.002337579
