0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.710945901,0.666471104,0.642359368,0.636162124,0.64127803,0.649891302,0.660331338,0.670559333,0.67560131,0.684281659,0.689703566,0.701168023,0.721222446,0.739761576,0.744998526,0.754289392,0.765133899,0.774274222,0.788040775,0.801125675,0.815139974,0.830711778,0.842656444,0.853194227,0.86635928,0.877865058,0.885870309,0.895329707,0.904248076,0.913131727,0.921593559,0.928787705,0.93905414,0.949177426,0.95728679,0.964447138,0.970770556,0.975741456,0.980649327,0.984913259,0.989241248,0.993390475,0.995972635,0.99774314,0.999157519,0.999959182,0.999826653,0.999158565,0.997754518,0.99557057,0.99331207,0.991020467,0.987336559,0.981161842,0.974393488,0.968532115,0.9626012,0.95576993,0.94676299,0.938323604,0.930801508,0.921340973,0.912038038,0.902632443,0.88918724,0.879158724,0.872313784,0.868503332,0.862715428,0.838612102,0.816909227,0.812717217,0.810747239,0.802538619,0.790457918,0.779000965,0.762514585,0.743599469,0.733162075,0.716498231,0.702822606,0.686979001,0.674997525,0.668869279,0.663989553,0.656260086,0.647856959,0.639938763,0.640663285,0.646831883,0.6665249,0.707110257,0,0
0,0,0.75126905,0.708634039,0.684251519,0.677816461,0.681379093,0.690280813,0.706037664,0.717516232,0.720827175,0.727036177,0.732294819,0.740990772,0.754016417,0.772421492,0.78175494,0.787756359,0.793445652,0.802455142,0.815488877,0.827939727,0.840770084,0.853850585,0.862392944,0.869368319,0.883913987,0.896292481,0.901447383,0.908978116,0.919502025,0.928088464,0.935666024,0.942491532,0.947762854,0.952898707,0.960957193,0.969940649,0.975918452,0.979614216,0.983437519,0.986979169,0.990985233,0.99481666,0.997089933,0.998257513,0.999302826,0.999978673,0.999843622,0.999343285,0.99848386,0.996738572,0.99448635,0.99253385,0.98901029,0.982703927,0.976628831,0.973285855,0.968485074,0.961784759,0.95525849,0.948522614,0.941155637,0.933289251,0.925329129,0.917538537,0.909226933,0.902503829,0.8928978,0.884835171,0.876827391,0.859121139,0.84556042,0.841853932,0.839257685,0.829238816,0.816297446,0.80332059,0.787485309,0.775923087,0.767760435,0.750773004,0.738499551,0.727899202,0.724395473,0.718856911,0.709119494,0.698182623,0.692611473,0.687934953,0.68504352,0.690665292,0.707738177,0.747292565,0,0
0,0,0.77103835,0.733079503,0.71377577,0.700932143,0.69752267,0.703533521,0.722779585,0.735758903,0.735174469,0.73965418,0.7469673,0.755868713,0.767401682,0.781516853,0.791175533,0.800260489,0.805739313,0.81299997,0.825912718,0.838837804,0.851563675,0.86315817,0.871270425,0.877258502,0.887449025,0.899125103,0.906568346,0.912294209,0.920529554,0.93001812,0.939161087,0.947339773,0.95161623,0.954263547,0.960873784,0.969081062,0.975723375,0.980713543,0.984454897,0.987269167,0.991228574,0.995014725,0.997359066,0.998640739,0.999352801,0.999925694,0.999926555,0.999467733,0.998736291,0.996926983,0.994086702,0.992102695,0.988282732,0.981771284,0.976840461,0.974553032,0.970556765,0.963177824,0.956145466,0.950321862,0.944316136,0.936880246,0.929226851,0.922795833,0.915682777,0.906821514,0.893932024,0.885972833,0.879606016,0.868684289,0.860789116,0.853192078,0.845217924,0.832173671,0.819042367,0.806579445,0.795119683,0.785374068,0.776263071,0.763316193,0.756085896,0.75239406,0.748718252,0.737061196,0.722583476,0.712514491,0.709130156,0.702431632,0.699516137,0.707459044,0.725759405,0.767236252,0,0
0,0,0.774481166,0.735817539,0.723487639,0.711861803,0.701500641,0.705979466,0.724553971,0.740134215,0.73944083,0.742818725,0.752120855,0.762289127,0.77392166,0.785923376,0.795522349,0.803715057,0.808270913,0.815768652,0.827253537,0.840717699,0.853512787,0.862851404,0.872052923,0.880404724,0.887059081,0.897326705,0.90784613,0.915616104,0.921948732,0.928542875,0.937873361,0.947323593,0.953522561,0.957366744,0.961925649,0.966713073,0.973473261,0.980930406,0.985433241,0.987965303,0.991466357,0.994748841,0.996970394,0.998773475,0.999504585,0.999878161,0.99998146,0.999688528,0.998811499,0.996486166,0.993350384,0.991192284,0.987308639,0.982227375,0.978595525,0.975858012,0.971475851,0.962407289,0.955449065,0.951506873,0.945948163,0.938769875,0.931435727,0.923679193,0.915104161,0.905193227,0.893360098,0.886878233,0.880916948,0.872296561,0.861922661,0.850783272,0.841094305,0.830312347,0.819345026,0.80835155,0.797817946,0.78782671,0.780842294,0.771638869,0.765663678,0.761997185,0.752998655,0.739606852,0.725304263,0.716231193,0.712426075,0.707120246,0.707113502,0.714977001,0.731972129,0.773807303,0,0
0,0,0.771483781,0.731440736,0.71867531,0.714732144,0.705590371,0.704820791,0.71761417,0.733795349,0.739179159,0.743883414,0.751733349,0.764256127,0.775757473,0.78577062,0.798053899,0.805263512,0.804384208,0.810560668,0.8209694,0.834368283,0.848179897,0.85786128,0.866148125,0.875700387,0.883531204,0.891995077,0.901665558,0.911614462,0.920354831,0.927399164,0.934956514,0.94453982,0.952108424,0.957936435,0.962078604,0.965377229,0.971750193,0.978843516,0.983961648,0.98770828,0.990857201,0.993548434,0.996443904,0.998778142,0.999636375,0.99992617,0.9999901,0.999732817,0.998752107,0.996003453,0.99259217,0.990342314,0.986980639,0.983198832,0.979002748,0.974742397,0.969124721,0.960289296,0.95583185,0.95217323,0.945329316,0.937838627,0.928678923,0.920229471,0.911275565,0.901036895,0.89087499,0.885162042,0.880182268,0.868536329,0.85282926,0.843264899,0.839306163,0.831488867,0.81840287,0.808763812,0.800244732,0.790937031,0.782834494,0.77288115,0.765808117,0.760596755,0.750938009,0.73670185,0.723820997,0.715753241,0.714988606,0.711222099,0.710583315,0.716311516,0.73084338,0.770713129,0,0
0,0,0.768574591,0.728372162,0.712263232,0.708259566,0.707675594,0.706241879,0.709587318,0.721094988,0.733219613,0.741661149,0.747158004,0.758874482,0.768881215,0.779163013,0.795508498,0.805414678,0.800816126,0.804196715,0.816681197,0.829196836,0.840442211,0.852748929,0.861997504,0.871045708,0.881047899,0.889967589,0.896360573,0.903881631,0.914727227,0.925877882,0.934282989,0.942628595,0.950217569,0.956861997,0.962291289,0.966518618,0.972499403,0.977930724,0.982240344,0.986308794,0.989681261,0.992494751,0.996015184,0.99871794,0.999697736,0.999988166,0.999930889,0.999625203,0.998606304,0.995947085,0.992810586,0.990598769,0.987591996,0.983532557,0.978326714,0.972613156,0.966442112,0.960492657,0.957210785,0.9510486,0.942917744,0.934423921,0.923776807,0.916155623,0.909022296,0.899202143,0.888044772,0.883142993,0.878028601,0.862059871,0.844967183,0.839943669,0.841550801,0.829650743,0.813372357,0.805554922,0.799304486,0.788893624,0.778123976,0.768809133,0.763046971,0.756262963,0.746250868,0.731460723,0.717897616,0.711356575,0.712995099,0.709068136,0.705972865,0.7086188,0.723177762,0.763601771,0,0
0,0,0.762590427,0.721388929,0.702759777,0.698943731,0.705140032,0.709546273,0.70772172,0.710232922,0.716403207,0.725460177,0.7320861,0.745099079,0.756289044,0.768630131,0.787896415,0.802952204,0.799525802,0.799055926,0.814236242,0.828706516,0.83460525,0.844234415,0.855703726,0.867004509,0.878538828,0.888780855,0.894986922,0.899060204,0.907321178,0.918425238,0.930706778,0.939878417,0.947485152,0.954440014,0.961046327,0.967041287,0.972276048,0.977146046,0.981004084,0.984778942,0.988790692,0.992277381,0.995754885,0.998502398,0.999667647,0.999997426,0.999824363,0.999369073,0.998261519,0.996114227,0.993578884,0.990853956,0.987522595,0.98275915,0.976707455,0.969930785,0.963701056,0.960321394,0.956330847,0.946841437,0.936104516,0.928710544,0.920889785,0.913062834,0.907208718,0.896582358,0.882871561,0.877824888,0.871476073,0.856269603,0.842858334,0.840363791,0.83757119,0.820196683,0.803859828,0.798275324,0.793363078,0.781435037,0.769383227,0.761823187,0.756668715,0.747612429,0.737551151,0.721401767,0.707649612,0.702348575,0.704680365,0.701101986,0.69680588,0.700169798,0.715880843,0.756884586,0,0
0,0,0.754269829,0.712426673,0.689486895,0.685884208,0.696166717,0.704994213,0.706736922,0.709604535,0.712905027,0.716719007,0.719443574,0.730607284,0.744276945,0.757880047,0.776802746,0.794178365,0.7945988,0.793556632,0.808323931,0.825940382,0.830855325,0.837163007,0.848403216,0.861294237,0.872755579,0.883958804,0.894694092,0.90123606,0.905355025,0.912651452,0.924323565,0.93561846,0.944616791,0.952111239,0.959230322,0.965748313,0.971079488,0.97602875,0.980275927,0.983990502,0.988378721,0.992642022,0.995893081,0.998212095,0.999536826,0.999997095,0.999758931,0.999053221,0.997841835,0.996328696,0.994231736,0.990965854,0.986842723,0.98149399,0.975301361,0.96812828,0.962015936,0.959564695,0.954352347,0.942186153,0.930582047,0.92714524,0.921447968,0.911076497,0.902398074,0.891081557,0.878283727,0.872184168,0.864382847,0.85214171,0.843394734,0.836572243,0.825586434,0.810445986,0.79926835,0.79304526,0.784458494,0.771421747,0.761359408,0.75314536,0.746245765,0.736620367,0.725902976,0.710671019,0.697938697,0.692729487,0.695339452,0.69165562,0.686175846,0.689295342,0.705100842,0.747645442,0,0
